Epoch :  [001/300]   |   loss :  1.287510   |   train_accuracy :  44.769841%
Epoch :  [042/300]   |   loss :  0.411416   |   train_accuracy :  98.345238%   |  test_accuracy :  99.523810%
Epoch :  [043/300]   |   loss :  0.379279   |   train_accuracy :  99.132937%   |  test_accuracy :  99.523810%
Epoch :  [044/300]   |   loss :  0.376446   |   train_accuracy :  99.156746%   |  test_accuracy :  99.523810%
Epoch :  [045/300]   |   loss :  0.371373   |   train_accuracy :  99.244048%   |  test_accuracy :  99.523810%
Epoch :  [046/300]   |   loss :  0.408781   |   train_accuracy :  98.458333%   |  test_accuracy :  99.523810%
Epoch :  [047/300]   |   loss :  0.362667   |   train_accuracy :  99.500000%   |  test_accuracy :  99.523810%
Epoch :  [048/300]   |   loss :  0.403608   |   train_accuracy :  98.525794%   |  test_accuracy :  99.523810%
Epoch :  [049/300]   |   loss :  0.357922   |   train_accuracy :  99.513889%   |  test_accuracy :  99.523810%
Epoch :  [050/300]   |   loss :  0.375762   |   train_accuracy :  99.065476%   |  test_accuracy :  99.014550%
Epoch :  [051/300]   |   loss :  0.382024   |   train_accuracy :  98.930556%   |  test_accuracy :  99.523810%
Epoch :  [052/300]   |   loss :  0.377472   |   train_accuracy :  99.067460%   |  test_accuracy :  99.523810%
Epoch :  [053/300]   |   loss :  0.372421   |   train_accuracy :  99.105159%   |  test_accuracy :  99.523810%
Epoch :  [054/300]   |   loss :  0.390159   |   train_accuracy :  98.605159%   |  test_accuracy :  87.440476%
Epoch :  [055/300]   |   loss :  0.381524   |   train_accuracy :  98.845238%   |  test_accuracy :  97.764550%
Epoch :  [056/300]   |   loss :  0.366286   |   train_accuracy :  99.253968%   |  test_accuracy :  99.523810%
Epoch :  [057/300]   |   loss :  0.366319   |   train_accuracy :  99.240079%   |  test_accuracy :  99.523810%
Epoch :  [058/300]   |   loss :  0.371676   |   train_accuracy :  99.039683%   |  test_accuracy :  99.523810%
Epoch :  [059/300]   |   loss :  0.367191   |   train_accuracy :  99.164683%   |  test_accuracy :  99.523810%
Epoch :  [060/300]   |   loss :  0.356622   |   train_accuracy :  99.353175%   |  test_accuracy :  99.523810%
Epoch :  [061/300]   |   loss :  0.370367   |   train_accuracy :  98.952381%   |  test_accuracy :  97.539683%
Epoch :  [062/300]   |   loss :  0.354397   |   train_accuracy :  99.325397%   |  test_accuracy :  99.523810%
Epoch :  [063/300]   |   loss :  0.366492   |   train_accuracy :  99.075397%   |  test_accuracy :  99.523810%
Epoch :  [064/300]   |   loss :  0.375036   |   train_accuracy :  99.003968%   |  test_accuracy :  99.523810%
Epoch :  [065/300]   |   loss :  0.358485   |   train_accuracy :  99.244048%   |  test_accuracy :  99.523810%
Epoch :  [066/300]   |   loss :  0.379272   |   train_accuracy :  98.692460%   |  test_accuracy :  99.523810%
Epoch :  [067/300]   |   loss :  0.344196   |   train_accuracy :  99.490079%   |  test_accuracy :  99.523810%
Epoch :  [068/300]   |   loss :  0.384808   |   train_accuracy :  98.515873%   |  test_accuracy :  99.305556%
Epoch :  [069/300]   |   loss :  0.344348   |   train_accuracy :  99.472222%   |  test_accuracy :  99.523810%
Epoch :  [070/300]   |   loss :  0.363816   |   train_accuracy :  98.950397%   |  test_accuracy :  99.523810%
Epoch :  [071/300]   |   loss :  0.355977   |   train_accuracy :  99.136905%   |  test_accuracy :  98.604497%
Epoch :  [072/300]   |   loss :  0.360742   |   train_accuracy :  98.930556%   |  test_accuracy :  99.523810%
Epoch :  [073/300]   |   loss :  0.353145   |   train_accuracy :  99.160714%   |  test_accuracy :  99.523810%
Epoch :  [074/300]   |   loss :  0.351839   |   train_accuracy :  99.107143%   |  test_accuracy :  93.928571%
Epoch :  [075/300]   |   loss :  0.361784   |   train_accuracy :  98.920635%   |  test_accuracy :  99.523810%
Epoch :  [076/300]   |   loss :  0.347864   |   train_accuracy :  99.178571%   |  test_accuracy :  99.523810%
Epoch :  [077/300]   |   loss :  0.342096   |   train_accuracy :  99.202381%   |  test_accuracy :  99.523810%
Epoch :  [078/300]   |   loss :  0.333294   |   train_accuracy :  99.357143%   |  test_accuracy :  99.523810%
Epoch :  [079/300]   |   loss :  0.348057   |   train_accuracy :  98.964286%   |  test_accuracy :  99.523810%
Epoch :  [080/300]   |   loss :  0.347520   |   train_accuracy :  98.928571%   |  test_accuracy :  99.523810%
Epoch :  [081/300]   |   loss :  0.351518   |   train_accuracy :  98.948413%   |  test_accuracy :  99.523810%
Epoch :  [082/300]   |   loss :  0.339234   |   train_accuracy :  99.035714%   |  test_accuracy :  99.074074%
Epoch :  [083/300]   |   loss :  0.322749   |   train_accuracy :  99.472222%   |  test_accuracy :  99.523810%
Epoch :  [084/300]   |   loss :  0.341552   |   train_accuracy :  98.996032%   |  test_accuracy :  89.126984%
Epoch :  [085/300]   |   loss :  0.332247   |   train_accuracy :  99.222222%   |  test_accuracy :  99.523810%
Epoch :  [086/300]   |   loss :  0.329637   |   train_accuracy :  99.123016%   |  test_accuracy :  99.523810%
Epoch :  [087/300]   |   loss :  0.333682   |   train_accuracy :  98.978175%   |  test_accuracy :  99.523810%
Epoch :  [088/300]   |   loss :  0.325875   |   train_accuracy :  99.246032%   |  test_accuracy :  99.523810%
Epoch :  [089/300]   |   loss :  0.338233   |   train_accuracy :  98.777778%   |  test_accuracy :  99.027778%
Epoch :  [090/300]   |   loss :  0.319499   |   train_accuracy :  99.359127%   |  test_accuracy :  99.523810%
Epoch :  [091/300]   |   loss :  0.349331   |   train_accuracy :  98.759921%   |  test_accuracy :  96.164021%
Epoch :  [092/300]   |   loss :  0.322897   |   train_accuracy :  99.267857%   |  test_accuracy :  96.805556%
Epoch :  [093/300]   |   loss :  0.313506   |   train_accuracy :  99.363095%   |  test_accuracy :  99.523810%
Epoch :  [094/300]   |   loss :  0.313777   |   train_accuracy :  99.329365%   |  test_accuracy :  99.523810%
Epoch :  [095/300]   |   loss :  0.345664   |   train_accuracy :  98.692460%   |  test_accuracy :  99.523810%
Epoch :  [096/300]   |   loss :  0.326577   |   train_accuracy :  99.001984%   |  test_accuracy :  97.169312%
Epoch :  [097/300]   |   loss :  0.306308   |   train_accuracy :  99.414683%   |  test_accuracy :  99.285714%
Epoch :  [098/300]   |   loss :  0.353901   |   train_accuracy :  98.515873%   |  test_accuracy :  99.523810%
Epoch :  [099/300]   |   loss :  0.309729   |   train_accuracy :  99.234127%   |  test_accuracy :  99.067460%
Epoch :  [100/300]   |   loss :  0.296154   |   train_accuracy :  99.484127%   |  test_accuracy :  99.523810%
Epoch :  [101/300]   |   loss :  0.319068   |   train_accuracy :  99.081349%   |  test_accuracy :  99.523810%
Epoch :  [102/300]   |   loss :  0.308842   |   train_accuracy :  99.138889%   |  test_accuracy :  99.523810%
Epoch :  [103/300]   |   loss :  0.290206   |   train_accuracy :  99.519841%   |  test_accuracy :  99.523810%
Epoch :  [104/300]   |   loss :  0.309990   |   train_accuracy :  99.119048%   |  test_accuracy :  99.523810%
Epoch :  [105/300]   |   loss :  0.332202   |   train_accuracy :  98.488095%   |  test_accuracy :  99.523810%
Epoch :  [106/300]   |   loss :  0.299929   |   train_accuracy :  99.317460%   |  test_accuracy :  99.523810%
Epoch :  [107/300]   |   loss :  0.283450   |   train_accuracy :  99.513889%   |  test_accuracy :  99.523810%
Epoch :  [108/300]   |   loss :  0.339215   |   train_accuracy :  98.557540%   |  test_accuracy :  92.500000%
Epoch :  [109/300]   |   loss :  0.319126   |   train_accuracy :  99.196429%   |  test_accuracy :  99.523810%
Epoch :  [110/300]   |   loss :  0.300685   |   train_accuracy :  99.174603%   |  test_accuracy :  99.523810%
Epoch :  [111/300]   |   loss :  0.305277   |   train_accuracy :  99.089286%   |  test_accuracy :  98.591270%
Epoch :  [112/300]   |   loss :  0.315986   |   train_accuracy :  98.986111%   |  test_accuracy :  99.523810%
Epoch :  [113/300]   |   loss :  0.288019   |   train_accuracy :  99.412698%   |  test_accuracy :  99.523810%
Epoch :  [114/300]   |   loss :  0.321078   |   train_accuracy :  98.722222%   |  test_accuracy :  95.496032%
Epoch :  [115/300]   |   loss :  0.311102   |   train_accuracy :  99.123016%   |  test_accuracy :  99.523810%
Epoch :  [116/300]   |   loss :  0.280154   |   train_accuracy :  99.513889%   |  test_accuracy :  99.523810%
Epoch :  [117/300]   |   loss :  0.318103   |   train_accuracy :  98.775794%   |  test_accuracy :  99.523810%
Epoch :  [118/300]   |   loss :  0.319116   |   train_accuracy :  98.791667%   |  test_accuracy :  99.523810%
Epoch :  [119/300]   |   loss :  0.307070   |   train_accuracy :  99.035714%   |  test_accuracy :  99.523810%
Epoch :  [120/300]   |   loss :  0.297188   |   train_accuracy :  99.216270%   |  test_accuracy :  99.523810%
Epoch :  [121/300]   |   loss :  0.305084   |   train_accuracy :  99.019841%   |  test_accuracy :  98.842593%
Epoch :  [122/300]   |   loss :  0.283265   |   train_accuracy :  99.426587%   |  test_accuracy :  99.523810%
Epoch :  [123/300]   |   loss :  0.290690   |   train_accuracy :  99.261905%   |  test_accuracy :  99.523810%
Epoch :  [124/300]   |   loss :  0.273828   |   train_accuracy :  99.517857%   |  test_accuracy :  99.523810%
Epoch :  [125/300]   |   loss :  0.345332   |   train_accuracy :  98.232143%   |  test_accuracy :  99.523810%
Epoch :  [126/300]   |   loss :  0.294814   |   train_accuracy :  99.240079%   |  test_accuracy :  99.523810%
Epoch :  [127/300]   |   loss :  0.283929   |   train_accuracy :  99.349206%   |  test_accuracy :  99.523810%
Epoch :  [128/300]   |   loss :  0.308626   |   train_accuracy :  98.910714%   |  test_accuracy :  99.285714%
Epoch :  [129/300]   |   loss :  0.284023   |   train_accuracy :  99.355159%   |  test_accuracy :  99.523810%
Epoch :  [130/300]   |   loss :  0.292400   |   train_accuracy :  99.255952%   |  test_accuracy :  99.523810%
Epoch :  [131/300]   |   loss :  0.272358   |   train_accuracy :  99.509921%   |  test_accuracy :  99.523810%
Epoch :  [132/300]   |   loss :  0.305445   |   train_accuracy :  98.956349%   |  test_accuracy :  99.523810%
Epoch :  [133/300]   |   loss :  0.296058   |   train_accuracy :  99.134921%   |  test_accuracy :  99.285714%
Epoch :  [134/300]   |   loss :  0.272256   |   train_accuracy :  99.496032%   |  test_accuracy :  97.837302%
Epoch :  [135/300]   |   loss :  0.293204   |   train_accuracy :  99.117063%   |  test_accuracy :  99.523810%
Epoch :  [136/300]   |   loss :  0.292171   |   train_accuracy :  99.043651%   |  test_accuracy :  99.523810%
Epoch :  [137/300]   |   loss :  0.270472   |   train_accuracy :  99.513889%   |  test_accuracy :  99.523810%
Epoch :  [138/300]   |   loss :  0.293004   |   train_accuracy :  99.087302%   |  test_accuracy :  99.523810%
Epoch :  [139/300]   |   loss :  0.295953   |   train_accuracy :  98.996032%   |  test_accuracy :  99.523810%
Epoch :  [140/300]   |   loss :  0.268976   |   train_accuracy :  99.523810%   |  test_accuracy :  99.523810%
Epoch :  [141/300]   |   loss :  0.298655   |   train_accuracy :  99.009921%   |  test_accuracy :  99.523810%
Epoch :  [142/300]   |   loss :  0.265182   |   train_accuracy :  99.505952%   |  test_accuracy :  99.523810%
Epoch :  [143/300]   |   loss :  0.331397   |   train_accuracy :  98.601190%   |  test_accuracy :  99.523810%
Epoch :  [144/300]   |   loss :  0.288116   |   train_accuracy :  99.188492%   |  test_accuracy :  99.523810%
Epoch :  [145/300]   |   loss :  0.292082   |   train_accuracy :  99.134921%   |  test_accuracy :  99.523810%
Epoch :  [146/300]   |   loss :  0.266949   |   train_accuracy :  99.521825%   |  test_accuracy :  99.523810%
Epoch :  [147/300]   |   loss :  0.292571   |   train_accuracy :  99.186508%   |  test_accuracy :  99.523810%
Epoch :  [148/300]   |   loss :  0.264345   |   train_accuracy :  99.517857%   |  test_accuracy :  99.523810%
Epoch :  [149/300]   |   loss :  0.331349   |   train_accuracy :  98.301587%   |  test_accuracy :  99.523810%
Epoch :  [150/300]   |   loss :  0.267940   |   train_accuracy :  99.515873%   |  test_accuracy :  99.523810%
Epoch :  [151/300]   |   loss :  0.305311   |   train_accuracy :  98.845238%   |  test_accuracy :  98.538360%
Epoch :  [152/300]   |   loss :  0.273373   |   train_accuracy :  99.438492%   |  test_accuracy :  99.523810%
Epoch :  [153/300]   |   loss :  0.272086   |   train_accuracy :  99.386905%   |  test_accuracy :  99.523810%
Epoch :  [154/300]   |   loss :  0.332659   |   train_accuracy :  98.273810%   |  test_accuracy :  98.353175%
Epoch :  [155/300]   |   loss :  0.278509   |   train_accuracy :  99.351190%   |  test_accuracy :  99.523810%
Epoch :  [156/300]   |   loss :  0.290303   |   train_accuracy :  99.047619%   |  test_accuracy :  99.523810%
Epoch :  [157/300]   |   loss :  0.288542   |   train_accuracy :  99.113095%   |  test_accuracy :  99.523810%
Epoch :  [158/300]   |   loss :  0.281598   |   train_accuracy :  99.315476%   |  test_accuracy :  99.523810%
Epoch :  [159/300]   |   loss :  0.267172   |   train_accuracy :  99.470238%   |  test_accuracy :  97.281746%
Epoch :  [160/300]   |   loss :  0.263688   |   train_accuracy :  99.432540%   |  test_accuracy :  99.523810%
Epoch :  [161/300]   |   loss :  0.274603   |   train_accuracy :  99.257937%   |  test_accuracy :  99.523810%
Epoch :  [162/300]   |   loss :  0.293347   |   train_accuracy :  99.013889%   |  test_accuracy :  99.523810%
Epoch :  [163/300]   |   loss :  0.282769   |   train_accuracy :  99.186508%   |  test_accuracy :  99.523810%
Epoch :  [164/300]   |   loss :  0.273135   |   train_accuracy :  99.345238%   |  test_accuracy :  99.523810%
Epoch :  [165/300]   |   loss :  0.283885   |   train_accuracy :  99.083333%   |  test_accuracy :  99.523810%
Epoch :  [166/300]   |   loss :  0.269702   |   train_accuracy :  99.327381%   |  test_accuracy :  99.523810%
Epoch :  [167/300]   |   loss :  0.259329   |   train_accuracy :  99.515873%   |  test_accuracy :  99.523810%
Epoch :  [168/300]   |   loss :  0.335909   |   train_accuracy :  97.686508%   |  test_accuracy :  99.523810%
Epoch :  [169/300]   |   loss :  0.285290   |   train_accuracy :  99.079365%   |  test_accuracy :  99.523810%
Epoch :  [170/300]   |   loss :  0.274344   |   train_accuracy :  99.287698%   |  test_accuracy :  99.523810%
Epoch :  [171/300]   |   loss :  0.273531   |   train_accuracy :  99.295635%   |  test_accuracy :  99.523810%
Epoch :  [172/300]   |   loss :  0.271698   |   train_accuracy :  99.299603%   |  test_accuracy :  99.523810%
Epoch :  [173/300]   |   loss :  0.285015   |   train_accuracy :  98.994048%   |  test_accuracy :  99.074074%
Epoch :  [174/300]   |   loss :  0.275528   |   train_accuracy :  99.261905%   |  test_accuracy :  99.523810%
Epoch :  [175/300]   |   loss :  0.289818   |   train_accuracy :  99.025794%   |  test_accuracy :  99.246032%
Epoch :  [176/300]   |   loss :  0.262549   |   train_accuracy :  99.515873%   |  test_accuracy :  99.523810%
Epoch :  [177/300]   |   loss :  0.268682   |   train_accuracy :  99.319444%   |  test_accuracy :  99.523810%
Epoch :  [178/300]   |   loss :  0.275819   |   train_accuracy :  99.218254%   |  test_accuracy :  99.523810%
Epoch :  [179/300]   |   loss :  0.305502   |   train_accuracy :  98.567460%   |  test_accuracy :  99.523810%
Epoch :  [180/300]   |   loss :  0.268135   |   train_accuracy :  99.482143%   |  test_accuracy :  99.523810%
Epoch :  [181/300]   |   loss :  0.256021   |   train_accuracy :  99.517857%   |  test_accuracy :  99.523810%
Epoch :  [182/300]   |   loss :  0.265203   |   train_accuracy :  99.390873%   |  test_accuracy :  99.523810%
Epoch :  [183/300]   |   loss :  0.285473   |   train_accuracy :  99.107143%   |  test_accuracy :  99.523810%
Epoch :  [184/300]   |   loss :  0.301465   |   train_accuracy :  98.898810%   |  test_accuracy :  99.298942%
Epoch :  [185/300]   |   loss :  0.280921   |   train_accuracy :  99.087302%   |  test_accuracy :  99.523810%
Epoch :  [186/300]   |   loss :  0.317600   |   train_accuracy :  98.563492%   |  test_accuracy :  99.523810%
Epoch :  [187/300]   |   loss :  0.261642   |   train_accuracy :  99.494048%   |  test_accuracy :  99.523810%
Epoch :  [188/300]   |   loss :  0.277663   |   train_accuracy :  99.144841%   |  test_accuracy :  99.523810%
Epoch :  [189/300]   |   loss :  0.256567   |   train_accuracy :  99.500000%   |  test_accuracy :  99.219577%
Epoch :  [190/300]   |   loss :  0.275698   |   train_accuracy :  99.273810%   |  test_accuracy :  99.523810%
Epoch :  [191/300]   |   loss :  0.255239   |   train_accuracy :  99.505952%   |  test_accuracy :  99.523810%
Epoch :  [192/300]   |   loss :  0.275031   |   train_accuracy :  99.158730%   |  test_accuracy :  99.272487%
Epoch :  [193/300]   |   loss :  0.270201   |   train_accuracy :  99.230159%   |  test_accuracy :  99.523810%
Epoch :  [194/300]   |   loss :  0.265658   |   train_accuracy :  99.351190%   |  test_accuracy :  99.523810%
Epoch :  [195/300]   |   loss :  0.306718   |   train_accuracy :  98.488095%   |  test_accuracy :  99.523810%
Epoch :  [196/300]   |   loss :  0.267779   |   train_accuracy :  99.380952%   |  test_accuracy :  99.523810%
Epoch :  [197/300]   |   loss :  0.255655   |   train_accuracy :  99.523810%   |  test_accuracy :  99.219577%
Epoch :  [198/300]   |   loss :  0.301845   |   train_accuracy :  98.823413%   |  test_accuracy :  99.523810%
Epoch :  [199/300]   |   loss :  0.266313   |   train_accuracy :  99.301587%   |  test_accuracy :  99.523810%
Epoch :  [200/300]   |   loss :  0.255076   |   train_accuracy :  99.513889%   |  test_accuracy :  99.523810%
